race_id,track_name_ri,pred_finish_ri,car_number_ri,driver,formatted_driver,driver_id
5570,Pocono Raceway,23,71,Michael McDowell,Michael McDowell,3832
5570,Pocono Raceway,24,16,AJ Allmendinger,AJ Allmendinger,3774
5570,Pocono Raceway,25,42,John H. Nemechek,John H. Nemechek,4092
5570,Pocono Raceway,26,41,Cole Custer,Cole Custer,4104
5570,Pocono Raceway,27,4,Noah Gragson,Noah Gragson,4224
5570,Pocono Raceway,28,38,Zane Smith,Zane Smith,4272
5570,Pocono Raceway,29,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5570,Pocono Raceway,30,21,Josh Berry,Josh Berry,4123
5570,Pocono Raceway,31,7,Justin Haley,Justin Haley,4172
5570,Pocono Raceway,32,34,Todd Gilliland,Todd Gilliland,4231
5570,Pocono Raceway,33,10,Ty Dillon,Ty Dillon,4013
5570,Pocono Raceway,34,88,Shane van Gisbergen,Shane van Gisbergen,4469
5570,Pocono Raceway,35,35,Riley Herbst,Riley Herbst,4269
5570,Pocono Raceway,36,51,Cody Ware,Cody Ware,4125
5570,Pocono Raceway,37,44,Brennan Poole,Brennan Poole,4144
5573,Michigan International Speedway,1,11,Denny Hamlin,Denny Hamlin,1361
5573,Michigan International Speedway,2,24,William Byron,William Byron,4184
5573,Michigan International Speedway,3,5,Kyle Larson,Kyle Larson,4030
5573,Michigan International Speedway,4,17,Chris Buescher,Chris Buescher,3989
5573,Michigan International Speedway,5,9,Chase Elliott,Chase Elliott,4062
5573,Michigan International Speedway,6,12,Ryan Blaney,Ryan Blaney,4023
5573,Michigan International Speedway,7,54,Ty Gibbs,Ty Gibbs,4368
5573,Michigan International Speedway,8,45,Tyler Reddick,Tyler Reddick,4065
5573,Michigan International Speedway,9,23,Bubba Wallace,Bubba Wallace,4025
5573,Michigan International Speedway,10,20,Christopher Bell,Christopher Bell,4153
5573,Michigan International Speedway,11,22,Joey Logano,Joey Logano,3859
5573,Michigan International Speedway,12,1,Ross Chastain,Ross Chastain,4001
5573,Michigan International Speedway,13,19,Chase Briscoe,Chase Briscoe,4228
5573,Michigan International Speedway,14,77,Carson Hocevar,Carson Hocevar,4326
5573,Michigan International Speedway,15,8,Kyle Busch,Kyle Busch,454
5573,Michigan International Speedway,16,6,Brad Keselowski,Brad Keselowski,1816
5573,Michigan International Speedway,17,48,Alex Bowman,Alex Bowman,4045
5573,Michigan International Speedway,18,43,Erik Jones,Erik Jones,4059
5573,Michigan International Speedway,19,38,Zane Smith,Zane Smith,4272
5573,Michigan International Speedway,20,99,Daniel Suárez,Daniel Suárez,4113
5573,Michigan International Speedway,21,2,Austin Cindric,Austin Cindric,4180
5573,Michigan International Speedway,22,60,Ryan Preece,Ryan Preece,4070
5573,Michigan International Speedway,23,3,Austin Dillon,Austin Dillon,3873
5573,Michigan International Speedway,24,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5573,Michigan International Speedway,25,16,AJ Allmendinger,AJ Allmendinger,3774
5573,Michigan International Speedway,26,42,John H. Nemechek,John H. Nemechek,4092
5573,Michigan International Speedway,27,4,Noah Gragson,Noah Gragson,4224
5573,Michigan International Speedway,28,21,Josh Berry,Josh Berry,4123
5573,Michigan International Speedway,29,10,Ty Dillon,Ty Dillon,4013
5573,Michigan International Speedway,30,71,Michael McDowell,Michael McDowell,3832
5573,Michigan International Speedway,31,7,Justin Haley,Justin Haley,4172
5573,Michigan International Speedway,32,34,Todd Gilliland,Todd Gilliland,4231
5573,Michigan International Speedway,33,41,Cole Custer,Cole Custer,4104
5573,Michigan International Speedway,34,51,Cody Ware,Cody Ware,4125
5573,Michigan International Speedway,35,88,Shane van Gisbergen,Shane van Gisbergen,4469
5573,Michigan International Speedway,36,35,Riley Herbst,Riley Herbst,4269
5576,Atlanta Motor Speedway,1,12,Ryan Blaney,Ryan Blaney,4023
5576,Atlanta Motor Speedway,2,24,William Byron,William Byron,4184
5576,Atlanta Motor Speedway,3,2,Austin Cindric,Austin Cindric,4180
5576,Atlanta Motor Speedway,4,20,Christopher Bell,Christopher Bell,4153
5576,Atlanta Motor Speedway,5,9,Chase Elliott,Chase Elliott,4062
5576,Atlanta Motor Speedway,6,8,Kyle Busch,Kyle Busch,454
5576,Atlanta Motor Speedway,7,5,Kyle Larson,Kyle Larson,4030
5576,Atlanta Motor Speedway,8,22,Joey Logano,Joey Logano,3859
5576,Atlanta Motor Speedway,9,11,Denny Hamlin,Denny Hamlin,1361
5576,Atlanta Motor Speedway,10,1,Ross Chastain,Ross Chastain,4001
5576,Atlanta Motor Speedway,11,45,Tyler Reddick,Tyler Reddick,4065
5576,Atlanta Motor Speedway,12,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5576,Atlanta Motor Speedway,13,23,Bubba Wallace,Bubba Wallace,4025
5576,Atlanta Motor Speedway,14,19,Chase Briscoe,Chase Briscoe,4228
5576,Atlanta Motor Speedway,15,17,Chris Buescher,Chris Buescher,3989
5576,Atlanta Motor Speedway,16,54,Ty Gibbs,Ty Gibbs,4368
5576,Atlanta Motor Speedway,17,48,Alex Bowman,Alex Bowman,4045
5576,Atlanta Motor Speedway,18,77,Carson Hocevar,Carson Hocevar,4326
5576,Atlanta Motor Speedway,19,99,Daniel Suárez,Daniel Suárez,4113
5576,Atlanta Motor Speedway,20,16,AJ Allmendinger,AJ Allmendinger,3774
5576,Atlanta Motor Speedway,21,71,Michael McDowell,Michael McDowell,3832
5576,Atlanta Motor Speedway,22,43,Erik Jones,Erik Jones,4059
5576,Atlanta Motor Speedway,23,60,Ryan Preece,Ryan Preece,4070
5576,Atlanta Motor Speedway,24,34,Todd Gilliland,Todd Gilliland,4231
5576,Atlanta Motor Speedway,25,6,Brad Keselowski,Brad Keselowski,1816
5576,Atlanta Motor Speedway,26,35,Riley Herbst,Riley Herbst,4269
5576,Atlanta Motor Speedway,27,7,Justin Haley,Justin Haley,4172
5576,Atlanta Motor Speedway,28,3,Austin Dillon,Austin Dillon,3873
5576,Atlanta Motor Speedway,29,42,John Hunter Nemechek,John H. Nemechek,4092
5576,Atlanta Motor Speedway,30,21,Josh Berry,Josh Berry,4123
5576,Atlanta Motor Speedway,31,4,Noah Gragson,Noah Gragson,4224
5576,Atlanta Motor Speedway,32,38,Zane Smith,Zane Smith,4272
5576,Atlanta Motor Speedway,33,41,Cole Custer,Cole Custer,4104
5576,Atlanta Motor Speedway,34,88,Shane van Gisbergen,Shane van Gisbergen,4469
5576,Atlanta Motor Speedway,35,10,Ty Dillon,Ty Dillon,4013
5576,Atlanta Motor Speedway,36,1,Corey LaJoie,Corey LaJoie,4096
5576,Atlanta Motor Speedway,37,51,Cody Ware,Cody Ware,4125
5576,Atlanta Motor Speedway,38,87,Connor Zilisch,Connor Zilisch,4481
5576,Atlanta Motor Speedway,39,78,BJ McLeod,BJ McLeod,3973
5576,Atlanta Motor Speedway,40,66,David Starr,David Starr,3170
5583,Homestead-Miami Speedway,1,24,William Byron,William Byron,4184
5583,Homestead-Miami Speedway,2,5,Kyle Larson,Kyle Larson,4030
5583,Homestead-Miami Speedway,3,20,Christopher Bell,Christopher Bell,4153
5583,Homestead-Miami Speedway,4,9,Chase Elliott,Chase Elliott,4062
5583,Homestead-Miami Speedway,5,12,Ryan Blaney,Ryan Blaney,4023
5583,Homestead-Miami Speedway,6,11,Denny Hamlin,Denny Hamlin,1361
5583,Homestead-Miami Speedway,7,45,Tyler Reddick,Tyler Reddick,4065
5583,Homestead-Miami Speedway,8,48,Alex Bowman,Alex Bowman,4045
5583,Homestead-Miami Speedway,9,23,Bubba Wallace,Bubba Wallace,4025
5583,Homestead-Miami Speedway,10,16,AJ Allmendinger,AJ Allmendinger,3774
5583,Homestead-Miami Speedway,11,17,Chris Buescher,Chris Buescher,3989
5583,Homestead-Miami Speedway,12,21,Josh Berry,Josh Berry,4123
5583,Homestead-Miami Speedway,13,22,Joey Logano,Joey Logano,3859
5583,Homestead-Miami Speedway,14,77,Carson Hocevar,Carson Hocevar,4326
5583,Homestead-Miami Speedway,15,99,Daniel Suárez,Daniel Suárez,4113
5583,Homestead-Miami Speedway,16,4,Noah Gragson,Noah Gragson,4224
5583,Homestead-Miami Speedway,17,2,Austin Cindric,Austin Cindric,4180
5583,Homestead-Miami Speedway,18,1,Ross Chastain,Ross Chastain,4001
5583,Homestead-Miami Speedway,19,6,Brad Keselowski,Brad Keselowski,1816
5583,Homestead-Miami Speedway,20,8,Kyle Busch,Kyle Busch,454
5583,Homestead-Miami Speedway,21,54,Ty Gibbs,Ty Gibbs,4368
5583,Homestead-Miami Speedway,22,19,Chase Briscoe,Chase Briscoe,4228
5583,Homestead-Miami Speedway,23,60,Ryan Preece,Ryan Preece,4070
5583,Homestead-Miami Speedway,24,71,Michael McDowell,Michael McDowell,3832
5583,Homestead-Miami Speedway,25,3,Austin Dillon,Austin Dillon,3873
5583,Homestead-Miami Speedway,26,42,John Hunter Nemechek,John H. Nemechek,4092
5583,Homestead-Miami Speedway,27,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5583,Homestead-Miami Speedway,28,43,Erik Jones,Erik Jones,4059
5583,Homestead-Miami Speedway,29,7,Justin Haley,Justin Haley,4172
5583,Homestead-Miami Speedway,30,38,Zane Smith,Zane Smith,4272
5583,Homestead-Miami Speedway,31,41,Cole Custer,Cole Custer,4104
5583,Homestead-Miami Speedway,32,34,Todd Gilliland,Todd Gilliland,4231
5583,Homestead-Miami Speedway,33,10,Ty Dillon,Ty Dillon,4013
5583,Homestead-Miami Speedway,34,35,Riley Herbst,Riley Herbst,4269
5583,Homestead-Miami Speedway,35,88,Shane van Gisbergen,Shane van Gisbergen,4469
5583,Homestead-Miami Speedway,36,51,Cody Ware,Cody Ware,4125
5583,Homestead-Miami Speedway,37,44,J.J. Yeley,JJ Yeley,3669
5564,World Wide Technology Raceway,1,20,Christopher Bell*,Christopher Bell,4153
5564,World Wide Technology Raceway,2,12,Ryan Blaney*,Ryan Blaney,4023
5564,World Wide Technology Raceway,3,5,Kyle Larson*,Kyle Larson,4030
5564,World Wide Technology Raceway,4,24,William Byron*,William Byron,4184
5564,World Wide Technology Raceway,5,11,Denny Hamlin*,Denny Hamlin,1361
5564,World Wide Technology Raceway,6,22,Joey Logano*,Joey Logano,3859
5564,World Wide Technology Raceway,7,9,Chase Elliott*,Chase Elliott,4062
5564,World Wide Technology Raceway,8,45,Tyler Reddick*,Tyler Reddick,4065
5564,World Wide Technology Raceway,9,19,Chase Briscoe*,Chase Briscoe,4228
5564,World Wide Technology Raceway,10,2,Austin Cindric*,Austin Cindric,4180
5564,World Wide Technology Raceway,11,6,Brad Keselowski,Brad Keselowski,1816
5564,World Wide Technology Raceway,12,1,Ross Chastain*,Ross Chastain,4001
5564,World Wide Technology Raceway,13,23,Bubba Wallace*,Bubba Wallace,4025
5564,World Wide Technology Raceway,14,48,Alex Bowman*,Alex Bowman,4045
5564,World Wide Technology Raceway,15,17,Chris Buescher,Chris Buescher,3989
5564,World Wide Technology Raceway,16,54,Ty Gibbs,Ty Gibbs,4368
5564,World Wide Technology Raceway,17,16,AJ Allmendinger,AJ Allmendinger,3774
5564,World Wide Technology Raceway,18,8,Kyle Busch,Kyle Busch,454
5564,World Wide Technology Raceway,19,99,Daniel Suárez,Daniel Suárez,4113
5564,World Wide Technology Raceway,20,77,Carson Hocevar,Carson Hocevar,4326
5564,World Wide Technology Raceway,21,60,Ryan Preece,Ryan Preece,4070
5564,World Wide Technology Raceway,22,71,Michael McDowell,Michael McDowell,3832
5564,World Wide Technology Raceway,23,3,Austin Dillon*,Austin Dillon,3873
5564,World Wide Technology Raceway,24,43,Erik Jones,Erik Jones,4059
5564,World Wide Technology Raceway,25,38,Zane Smith,Zane Smith,4272
5564,World Wide Technology Raceway,26,7,Justin Haley,Justin Haley,4172
5564,World Wide Technology Raceway,27,21,Josh Berry*,Josh Berry,4123
5564,World Wide Technology Raceway,28,42,John Hunter Nemechek,John H. Nemechek,4092
5564,World Wide Technology Raceway,29,34,Todd Gilliland,Todd Gilliland,4231
5564,World Wide Technology Raceway,30,4,Noah Gragson,Noah Gragson,4224
5564,World Wide Technology Raceway,31,88,Shane van Gisbergen*,Shane van Gisbergen,4469
5564,World Wide Technology Raceway,32,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5564,World Wide Technology Raceway,33,41,Cole Custer,Cole Custer,4104
5564,World Wide Technology Raceway,34,10,Ty Dillon,Ty Dillon,4013
5564,World Wide Technology Raceway,35,35,Riley Herbst,Riley Herbst,4269
5564,World Wide Technology Raceway,36,51,Cody Ware,Cody Ware,4125
5556,Dover Motor Speedway,1,11,Denny Hamlin,Denny Hamlin,1361
5556,Dover Motor Speedway,2,5,Kyle Larson,Kyle Larson,4030
5556,Dover Motor Speedway,3,9,Chase Elliott,Chase Elliott,4062
5556,Dover Motor Speedway,4,24,William Byron,William Byron,4184
5556,Dover Motor Speedway,5,12,Ryan Blaney,Ryan Blaney,4023
5556,Dover Motor Speedway,6,20,Christopher Bell,Christopher Bell,4153
5556,Dover Motor Speedway,7,1,Ross Chastain,Ross Chastain,4001
5556,Dover Motor Speedway,8,17,Chris Buescher,Chris Buescher,3989
5556,Dover Motor Speedway,9,54,Ty Gibbs,Ty Gibbs,4368
5556,Dover Motor Speedway,10,48,Alex Bowman,Alex Bowman,4045
5556,Dover Motor Speedway,11,45,Tyler Reddick,Tyler Reddick,4065
5556,Dover Motor Speedway,12,19,Chase Briscoe,Chase Briscoe,4228
5556,Dover Motor Speedway,13,8,Kyle Busch,Kyle Busch,454
5556,Dover Motor Speedway,14,22,Joey Logano,Joey Logano,3859
5556,Dover Motor Speedway,15,23,Bubba Wallace,Bubba Wallace,4025
5556,Dover Motor Speedway,16,6,Brad Keselowski,Brad Keselowski,1816
5556,Dover Motor Speedway,17,43,Erik Jones,Erik Jones,4059
5556,Dover Motor Speedway,18,77,Carson Hocevar,Carson Hocevar,4326
5556,Dover Motor Speedway,19,21,Josh Berry,Josh Berry,4123
5556,Dover Motor Speedway,20,16,AJ Allmendinger,AJ Allmendinger,3774
5556,Dover Motor Speedway,21,60,Ryan Preece,Ryan Preece,4070
5556,Dover Motor Speedway,22,41,Cole Custer,Cole Custer,4104
5556,Dover Motor Speedway,23,7,Justin Haley,Justin Haley,4172
5556,Dover Motor Speedway,24,42,John Hunter Nemechek,John H. Nemechek,4092
5556,Dover Motor Speedway,25,4,Noah Gragson,Noah Gragson,4224
5556,Dover Motor Speedway,26,71,Michael McDowell,Michael McDowell,3832
5556,Dover Motor Speedway,27,99,Daniel Suárez,Daniel Suárez,4113
5556,Dover Motor Speedway,28,2,Austin Cindric,Austin Cindric,4180
5556,Dover Motor Speedway,29,3,Austin Dillon,Austin Dillon,3873
5556,Dover Motor Speedway,30,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5556,Dover Motor Speedway,31,38,Zane Smith,Zane Smith,4272
5556,Dover Motor Speedway,32,10,Ty Dillon,Ty Dillon,4013
5556,Dover Motor Speedway,33,88,Shane van Gisbergen,Shane van Gisbergen,4469
5556,Dover Motor Speedway,34,34,Todd Gilliland,Todd Gilliland,4231
5556,Dover Motor Speedway,35,35,Riley Herbst,Riley Herbst,4269
5556,Dover Motor Speedway,36,51,Cody Ware,Cody Ware,4125
5556,Dover Motor Speedway,37,44,J.J. Yeley,JJ Yeley,3669
5566,Iowa Speedway,1,20,Christopher Bell,Christopher Bell,4153
5566,Iowa Speedway,2,24,William Byron,William Byron,4184
5566,Iowa Speedway,3,9,Chase Elliott,Chase Elliott,4062
5566,Iowa Speedway,4,12,Ryan Blaney,Ryan Blaney,4023
5566,Iowa Speedway,5,11,Denny Hamlin,Denny Hamlin,1361
5566,Iowa Speedway,6,48,Alex Bowman,Alex Bowman,4045
5566,Iowa Speedway,7,6,Brad Keselowski,Brad Keselowski,1816
5566,Iowa Speedway,8,5,Kyle Larson,Kyle Larson,4030
5566,Iowa Speedway,9,22,Joey Logano,Joey Logano,3859
5566,Iowa Speedway,10,17,Chris Buescher,Chris Buescher,3989
5566,Iowa Speedway,11,23,Bubba Wallace,Bubba Wallace,4025
5566,Iowa Speedway,12,19,Chase Briscoe,Chase Briscoe,4228
5566,Iowa Speedway,13,21,Josh Berry,Josh Berry,4123
5566,Iowa Speedway,14,45,Tyler Reddick,Tyler Reddick,4065
5566,Iowa Speedway,15,1,Ross Chastain,Ross Chastain,4001
5566,Iowa Speedway,16,77,Carson Hocevar,Carson Hocevar,4326
5566,Iowa Speedway,17,54,Ty Gibbs,Ty Gibbs,4368
5566,Iowa Speedway,18,7,Justin Haley,Justin Haley,4172
5566,Iowa Speedway,19,99,Daniel Suárez,Daniel Suárez,4113
5566,Iowa Speedway,20,2,Austin Cindric,Austin Cindric,4180
5566,Iowa Speedway,21,71,Michael McDowell,Michael McDowell,3832
5566,Iowa Speedway,22,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5566,Iowa Speedway,23,3,Austin Dillon,Austin Dillon,3873
5566,Iowa Speedway,24,60,Ryan Preece,Ryan Preece,4070
5566,Iowa Speedway,25,34,Todd Gilliland,Todd Gilliland,4231
5566,Iowa Speedway,26,4,Noah Gragson,Noah Gragson,4224
5566,Iowa Speedway,27,43,Erik Jones,Erik Jones,4059
5566,Iowa Speedway,28,16,AJ Allmendinger,AJ Allmendinger,3774
5566,Iowa Speedway,29,8,Kyle Busch,Kyle Busch,454
5566,Iowa Speedway,30,42,John Hunter Nemechek,John H. Nemechek,4092
5566,Iowa Speedway,31,88,Shane van Gisbergen,Shane van Gisbergen,4469
5566,Iowa Speedway,32,38,Zane Smith,Zane Smith,4272
5566,Iowa Speedway,33,10,Ty Dillon,Ty Dillon,4013
5566,Iowa Speedway,34,41,Cole Custer,Cole Custer,4104
5566,Iowa Speedway,35,35,Riley Herbst,Riley Herbst,4269
5566,Iowa Speedway,36,51,Cody Ware,Cody Ware,4125
5566,Iowa Speedway,37,66,Joey Gase,Joey Gase,4004
5571,Indianapolis Motor Speedway,1,11,Denny Hamlin,Denny Hamlin,1361
5571,Indianapolis Motor Speedway,2,45,Tyler Reddick,Tyler Reddick,4065
5571,Indianapolis Motor Speedway,3,5,Kyle Larson,Kyle Larson,4030
5571,Indianapolis Motor Speedway,4,24,William Byron,William Byron,4184
5571,Indianapolis Motor Speedway,5,9,Chase Elliott,Chase Elliott,4062
5571,Indianapolis Motor Speedway,6,20,Christopher Bell,Christopher Bell,4153
5571,Indianapolis Motor Speedway,7,17,Chris Buescher,Chris Buescher,3989
5571,Indianapolis Motor Speedway,8,54,Ty Gibbs,Ty Gibbs,4368
5571,Indianapolis Motor Speedway,9,6,Brad Keselowski,Brad Keselowski,1816
5571,Indianapolis Motor Speedway,10,23,Bubba Wallace,Bubba Wallace,4025
5571,Indianapolis Motor Speedway,11,22,Joey Logano,Joey Logano,3859
5571,Indianapolis Motor Speedway,12,12,Ryan Blaney,Ryan Blaney,4023
5571,Indianapolis Motor Speedway,13,8,Kyle Busch,Kyle Busch,454
5571,Indianapolis Motor Speedway,14,19,Chase Briscoe,Chase Briscoe,4228
5571,Indianapolis Motor Speedway,15,43,Erik Jones,Erik Jones,4059
5571,Indianapolis Motor Speedway,16,2,Austin Cindric,Austin Cindric,4180
5571,Indianapolis Motor Speedway,17,77,Carson Hocevar,Carson Hocevar,4326
5571,Indianapolis Motor Speedway,18,99,Daniel Suárez,Daniel Suárez,4113
5571,Indianapolis Motor Speedway,19,48,Alex Bowman,Alex Bowman,4045
5571,Indianapolis Motor Speedway,20,71,Michael McDowell,Michael McDowell,3832
5571,Indianapolis Motor Speedway,21,4,Noah Gragson,Noah Gragson,4224
5571,Indianapolis Motor Speedway,22,1,Ross Chastain,Ross Chastain,4001
5571,Indianapolis Motor Speedway,23,16,AJ Allmendinger,AJ Allmendinger,3774
5571,Indianapolis Motor Speedway,24,41,Cole Custer,Cole Custer,4104
5571,Indianapolis Motor Speedway,25,34,Todd Gilliland,Todd Gilliland,4231
5571,Indianapolis Motor Speedway,26,38,Zane Smith,Zane Smith,4272
5571,Indianapolis Motor Speedway,27,60,Ryan Preece,Ryan Preece,4070
5571,Indianapolis Motor Speedway,28,42,John Hunter Nemechek,John H. Nemechek,4092
5571,Indianapolis Motor Speedway,29,3,Austin Dillon,Austin Dillon,3873
5571,Indianapolis Motor Speedway,30,7,Justin Haley,Justin Haley,4172
5571,Indianapolis Motor Speedway,31,10,Ty Dillon,Ty Dillon,4013
5571,Indianapolis Motor Speedway,32,88,Shane van Gisbergen,Shane van Gisbergen,4469
5571,Indianapolis Motor Speedway,33,21,Josh Berry,Josh Berry,4123
5571,Indianapolis Motor Speedway,34,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5571,Indianapolis Motor Speedway,35,51,Cody Ware,Cody Ware,4125
5571,Indianapolis Motor Speedway,36,35,Riley Herbst,Riley Herbst,4269
5571,Indianapolis Motor Speedway,37,66,Josh Bilicki,Josh Bilicki,4213
5571,Indianapolis Motor Speedway,38,78,Katherine Legge,Katherine Legge,4284
5571,Indianapolis Motor Speedway,39,62,Jesse Love,Jesse Love,4463
5572,Richmond Raceway,1,11,Denny Hamlin,Denny Hamlin,1361
5572,Richmond Raceway,2,9,Chase Elliott,Chase Elliott,4062
5572,Richmond Raceway,3,20,Christopher Bell,Christopher Bell,4153
5572,Richmond Raceway,4,24,William Byron,William Byron,4184
5572,Richmond Raceway,5,5,Kyle Larson,Kyle Larson,4030
5572,Richmond Raceway,6,12,Ryan Blaney,Ryan Blaney,4023
5572,Richmond Raceway,7,17,Chris Buescher,Chris Buescher,3989
5572,Richmond Raceway,8,23,Bubba Wallace,Bubba Wallace,4025
5572,Richmond Raceway,9,45,Tyler Reddick,Tyler Reddick,4065
5572,Richmond Raceway,10,6,Brad Keselowski,Brad Keselowski,1816
5572,Richmond Raceway,11,21,Josh Berry,Josh Berry,4123
5572,Richmond Raceway,12,60,Ryan Preece,Ryan Preece,4070
5572,Richmond Raceway,13,19,Chase Briscoe,Chase Briscoe,4228
5572,Richmond Raceway,14,48,Alex Bowman,Alex Bowman,4045
5572,Richmond Raceway,15,22,Joey Logano,Joey Logano,3859
5572,Richmond Raceway,16,54,Ty Gibbs,Ty Gibbs,4368
5572,Richmond Raceway,17,8,Kyle Busch,Kyle Busch,454
5572,Richmond Raceway,18,1,Ross Chastain,Ross Chastain,4001
5572,Richmond Raceway,19,2,Austin Cindric,Austin Cindric,4180
5572,Richmond Raceway,20,3,Austin Dillon,Austin Dillon,3873
5572,Richmond Raceway,21,77,Carson Hocevar,Carson Hocevar,4326
5572,Richmond Raceway,22,16,AJ Allmendinger,AJ Allmendinger,3774
5572,Richmond Raceway,23,99,Daniel Suárez,Daniel Suárez,4113
5572,Richmond Raceway,24,71,Michael McDowell,Michael McDowell,3832
5572,Richmond Raceway,25,43,Erik Jones,Erik Jones,4059
5572,Richmond Raceway,26,10,Ty Dillon,Ty Dillon,4013
5572,Richmond Raceway,27,7,Justin Haley,Justin Haley,4172
5572,Richmond Raceway,28,4,Noah Gragson,Noah Gragson,4224
5572,Richmond Raceway,29,34,Todd Gilliland,Todd Gilliland,4231
5572,Richmond Raceway,30,42,John Hunter Nemechek,John H. Nemechek,4092
5572,Richmond Raceway,31,38,Zane Smith,Zane Smith,4272
5572,Richmond Raceway,32,41,Cole Custer,Cole Custer,4104
5572,Richmond Raceway,33,88,Shane van Gisbergen,Shane van Gisbergen,4469
5572,Richmond Raceway,34,35,Riley Herbst,Riley Herbst,4269
5572,Richmond Raceway,35,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5572,Richmond Raceway,36,33,Jesse Love,Jesse Love,4463
5572,Richmond Raceway,37,67,Corey Heim,Corey Heim,4387
5572,Richmond Raceway,38,51,Cody Ware,Cody Ware,4125
